SubjectNumber,Gender,Age,Site,BirthState,Occupation,Education,NumberOfChildren,Fitness,CarMake,CarYear,CarModel,Race,ReportedHeight,ReportedWeight,MaritalStatus,FamilyIncome,ShoeSize,JacketSize,PantsSizeWaist,PantsSizeInseam,BlouseSize,PantsSizeWoman,BraSize,AcromialHeight_Sitting,AnkleCircumference,Spine_to_Shoulder,Spine_to_Elbow,ArmLength_SpineToWrist,ArmLength_ShoulderToWrist,ArmLength_ShoulderToElbow,ArmscyeCircumference_ScyeCircOverAcromion,BizygomaticBreadth,ChestCircumference,Bust_ChestCircumferenceUnderBust,Buttock_KneeLength,ChestGirthAtScye_ChestCircumferenceAtScye,CrotchHeight,ElbowHeight_Sitting,EyeHeight_Sitting,FaceLength,FootLength,HandCircumference,HandLength,HeadBreadth,HeadCircumference,HeadLength,HipBreadth_Sitting,HipCircumference_Maximum,HipCircMaxHeight,KneeHeight,NeckBaseCircumference,ShoulderBreadth,SittingHeight,Stature,SubscapularSkinfold,ThighCircumference,ThighCircumferenceMaxSitting,ThumbTipReach,TTR1,TTR2,TTR3,TricepsSkinfold,TotalCrotchLength_CrotchLength,VerticalTrunkCircumference,WaistCircumference_Pref,WaistFrontLength,WaistHeight_Preferred,Weight,Var1,Var2,Var3,CupSize
2070,Female,29,Minneapolis MN,South,Blue Collar,14,0,0.5,Economy,1987,Non-sedan,White,1828.8,90.70294785,Married,52500,11,NaN,NaN,NaN,16,14,40,611,254,211,556,849,638,345,415,131,1074,901,650,1020,839,249,820,115,256,199,205,145,561,193,451,1161,894,560,452,466,941,1810,36,715,729,849.6,840,855,854,35,722,1734,962,443,1104,93.19727891,1.986330867,0.12219695,-1.388619065,2
2071,Female,60,Minneapolis MN,Midwest,White Collar,18,3,0.5,Economy,1991,Sedan,White,1727.2,68.02721088,Married,90000,9,NaN,NaN,NaN,10,12,34,552,245,177,525,809,632,348,372,144,912,745,620,893,814,179,745,128,252,185,195,146,550,190,406,1038,866,543,398,405,838,1692,14,609,603,786.3,794,782,783,25,735,1536,769,330,1114,68.70748299,0.111096531,-1.741776466,2.446364641,3
2072,Male,27,Minneapolis MN,Midwest,White Collar,18,0,5,Economy,1993,Sedan,White,1778,59.41043084,Single,NaN,8.5,36,29,32,NaN,NaN,NaN,610,253,208,530,804,596,322,385,133,903,NaN,595,932,797,265,854,113,257,185,195,150,563,198,335,933,847,537,409,446,955,1781,8.5,526,507,799,799,798,800,4.5,634,1604,712,387,1058,58.9569161,-0.951124489,-1.066836834,0,NaN
2073,Female,42,Minneapolis MN,West,White Collar,14,0,0.5,Economy,1999,Sedan,White,1651,98.41269841,Divorced/Widowed,25000,8,NaN,NaN,NaN,20,20,38,600,229,200,507,751,551,307,446,140,1183,975,615,1083,710,295,776,123,237,170,173,144,564,188,478,1277,892,493,420,524,881,1609,43.5,745,724,716,712,710,726,44.5,801,1696,980,429,1000,95.91836735,0.071630247,1.908412695,1.405300975,5
2074,Female,43,Minneapolis MN,West,White Collar,14,0,0.5,Economy,1999,Sedan,White,1625.6,86.16780045,Single,25000,7.5,NaN,NaN,NaN,14,16,36,562,243,202,512,777,575,310,429,127,1167,923,619,1083,725,239,731,112,237,174,178,145,555,189,468,1223,786,512,372,494,835,1594,33.5,720,715,731.3,723,734,737,41.5,802,1664,944,366,1016,87.98185941,0.03155278,1.813850284,0.514425993,5
2075,Female,39,Minneapolis MN,Midwest,,14,2,5,Economy,1998,Non-sedan,White,1651,50.79365079,Married,150000,7.5,NaN,NaN,NaN,6,4,34,555,225,187,487,751,564,300,328,133,871,723,565,812,759,229,759,105,236,167,181,146,544,189,349,898,786,492,394,394,863,1637,6.5,501,504,708.3,709,709,707,11.5,533,1503,725,434,957,50.56689342,-0.07556919,-0.471051991,-1.510819674,3
2076,Female,51,Minneapolis MN,Midwest,White Collar,14,5,5,Economy,1997,Sedan,White,1676.4,65.75963719,Divorced/Widowed,37500,8,NaN,NaN,NaN,12,8,36,584,245,201,516,795,594,315,374,134,965,823,614,933,749,254,766,109,238,179,180,151,556,191,407,1067,820,512,408,430,883,1667,13.5,626,630,726,719,730,729,17,666,1606,792,405,1004,67.34693878,0.369015664,0.258089393,-0.644948244,2
2077,Female,37,Minneapolis MN,Midwest,,16,3,2.5,Economy,1999,Non-sedan,White,1695.45,56.6893424,Married,150000,8,NaN,NaN,NaN,8,7,34,571,244,180,490,766,586,310,360,128,846,752,585,850,795,241,762,103,231,181,180,141,538,182,396,981,815,534,389,374,875,1688,7,560,564,718,662,744,748,14,612,1561,741,393,1017,56.6893424,0.855920196,-0.726615965,-0.565308511,2
2078,Female,45,Minneapolis MN,Midwest,White Collar,14,2,2.5,Economy,1997,Sedan,White,1651,56.6893424,Married,90000,7.5,NaN,NaN,NaN,4,5,34,561,232,196,480,752,556,284,357,128,837,720,552,870,725,248,794,113,236,182,171,149,548,184,425,1025,757,499,385,395,897,1642,9,572,587,703,699,705,705,19,721,1531,670,359,1002,56.23582766,-0.027752573,-0.063131377,0.057831764,1
2079,Female,43,Minneapolis MN,Midwest,White Collar,16,0,0.5,Economy,1997,Sedan,White,1625.6,58.9569161,Married,90000,6,NaN,NaN,NaN,8,12,36,550,224,199,510,787,588,311,387,131,894,797,602,906,718,221,751,107,224,180,166,147,528,180,432,1057,803,491,415,393,859,1629,18,574,574,736,745,741,722,24,757,1574,719,375,1015,60.99773243,0.285902292,-0.01353288,0.175227821,1
2080,Female,39,Minneapolis MN,Midwest,White Collar,21,0,5,Luxury,1998,Sedan,White,1651,72.56235828,Divorced/Widowed,90000,8,NaN,NaN,NaN,14,14,38,574,240,212,521,787,575,309,440,136,1144,884,604,1097,755,239,772,116,234,189,173,149,571,196,438,1109,843,523,426,407,871,1666,33,631,636,785.3,776,791,789,34,804,1689,879,378,1053,79.138322,0.808154225,1.052450895,0.903665721,5
2081,Female,23,Minneapolis MN,Midwest,White Collar,14,0,2.5,Economy,1990,Sedan,White,1574.8,89.34240363,Single,12500,7,NaN,NaN,NaN,16,18,38,546,237,205,511,790,585,306,438,130,1112,982,627,1061,732,219,734,100,224,172,164,144,552,189,496,1259,820,511,424,433,850,1616,29,737,714,724.6,725,722,727,37,756,1661,1013,464,985,92.29024943,-0.95715344,2.592482567,-1.154289126,3
2082,Female,25,Minneapolis MN,Midwest,Service,16,0,2.5,Economy,1998,Sedan,White,1701.8,63.03854875,Single,25000,9,NaN,NaN,NaN,7,8,36,604,238,203,514,807,604,311,383,132,912,776,576,926,776,257,788,117,252,194,191,149,573,200,404,1014,815,528,403,417,904,1691,12,585,579,764.3,762,764,767,15,603,1586,781,453,994,63.49206349,0.583771408,-0.748873353,-0.56198591,2
2083,Male,29,Minneapolis MN,Midwest,Service,16,0,2.5,Economy,1990,Sedan,White,1803.4,88.43537415,Married,70000,11,42,33,32,NaN,NaN,NaN,619,272,244,573,875,631,329,471,139,1057,NaN,608,1152,810,257,832,106,281,207,205,157,580,198,393,1055,883,560,458,547,953,1795,11.5,619,627,829.3,831,829,828,4,660,1721,857,465,1059,87.07482993,0.41344294,-0.144758582,0,NaN
2084,Female,38,Minneapolis MN,Midwest,White Collar,16,0,0.5,Economy,1988,Sedan,White,1778,74.37641723,Married,52500,10.5,NaN,NaN,NaN,12,12,36,598,256,246,564,860,614,318,364,146,934,807,612,939,824,244,835,114,265,189,198,152,574,192,444,1061,867,563,433,449,944,1766,8.5,610,618,814.3,812,809,822,19,720,1636,732,384,1100,73.01587302,1.680370212,-0.137277082,-0.384596586,2
2085,Male,37,Minneapolis MN,Foreign,White Collar,16,0,0.5,Economy,1988,Sedan,White,1854.2,95.23809524,Married,NaN,10.5,NaN,36,NaN,NaN,NaN,NaN,622,274,220,573,900,680,353,507,143,1048,NaN,646,1094,829,219,819,125,282,203,201,153,589,205,408,1074,884,561,482,527,957,1851,18,618,623,853,847,854,858,13,662,1779,963,489,1072,92.5170068,0.909354746,-0.717613518,0,NaN
2086,Female,28,Minneapolis MN,Midwest,White Collar,16,0,8,Economy,1990,Sedan,White,1651,58.04988662,Married,70000,8,NaN,NaN,NaN,6,5,34,549,229,192,500,782,590,308,343,134,846,720,568,871,775,251,749,115,237,188,183,147,562,199,404,985,803,518,398,417,849,1646,10,562,574,753.6,749,754,758,25,690,1491,666,353,1038,56.46258503,0.473747253,-0.641664863,-1.021230459,2
2087,Female,51,Minneapolis MN,Midwest,Service,18,2,5,Economy,1997,Sedan,White,1651,72.56235828,Married,150000,8,NaN,NaN,NaN,12,12,36,583,240,210,489,754,544,279,421,137,1074,874,588,1045,724,274,782,110,239,200,177,149,558,184,450,1095,823,512,399,417,882,1645,23,645,620,719.6,710,722,727,20.5,752,1721,872,432,988,77.32426304,0.067190737,1.558452725,-0.937789679,3
2088,Female,34,Minneapolis MN,Midwest,Service,16,0,0.5,Economy,1997,Sedan,White,1625.6,54.42176871,Married,150000,7.5,NaN,NaN,NaN,6,6,34,547,224,172,478,755,583,306,357,128,882,717,575,859,754,217,712,105,237,181,171,140,537,184,396,1006,775,501,374,384,826,1596,12.5,564,577,725.3,725,724,727,26,643,1484,746,359,978,54.87528345,-0.277231365,-0.012785546,-1.609620929,3
2089,Female,57,Minneapolis MN,Midwest,Service,14,2,10,Economy,1997,Sedan,White,1524,43.08390023,Married,37500,5.5,NaN,NaN,NaN,8,4,34,522,223,173,457,711,538,284,351,129,872,712,539,870,704,213,715,97,215,177,163,146,537,184,351,883,750,469,370,359,819,1528,13,498,496,736.6,732,739,739,19.5,607,1396,722,380,928,46.71201814,-1.125675917,0.304721624,-0.446299225,2
2090,Female,48,Minneapolis MN,Foreign,Blue Collar,14,2,10,Luxury,1982,Sedan,Asian,1549.4,52.60770975,Married,52500,7,NaN,NaN,NaN,6,5,32,538,223,178,482,762,584,304,369,136,848,736,545,879,729,216,704,116,235,178,178,154,562,185,380,960,761,489,379,387,808,1559,23.5,534,540,780,763,786,791,23.5,632,1421,726,337,986,53.51473923,-1.325153947,-0.505707562,0.559682071,1
2091,Male,55,Minneapolis MN,Foreign,Blue Collar,14,2,10,Luxury,1987,Sedan,Asian,1600.2,52.15419501,Married,52500,7.5,NaN,30,30,NaN,NaN,NaN,551,229,193,472,733,540,279,370,138,768,NaN,511,829,681,235,747,111,240,194,178,158,550,184,302,822,724,464,407,418,840,1550,12.5,447,448,736.6,701,737,746,6,563,1464,738,369,899,45.80498866,-2.522817373,-0.523456752,0,NaN
2092,Male,37,Minneapolis MN,Northeast,Service,16,2,5,Luxury,1998,Sedan,White,1803.4,79.36507937,Divorced/Widowed,70000,10,44,32,32,NaN,NaN,NaN,611,262,223,565,869,646,342,435,141,995,NaN,613,1003,815,247,816,118,264,213,203,157,590,208,353,1012,885,559,448,472,935,1791,12,598,600,821,824,822,817,11,665,1704,818,447,1058,79.36507937,0.447658122,-0.212154523,0,NaN
2093,Female,33,Minneapolis MN,Midwest,Service,16,0,2.5,Economy,1995,Sedan,White,1663.7,58.9569161,Married,90000,9.5,NaN,NaN,NaN,8,6,34,589,250,198,513,786,588,315,372,136,844,709,567,833,750,245,793,129,247,177,188,148,570,200,376,986,795,502,391,399,900,1667,13.5,539,558,740.6,742,737,743,13.5,703,1587,684,344,1013,59.18367347,0.2587834,-0.852280676,-0.689794123,2
2094,Female,53,Minneapolis MN,Midwest,,14,1,8,Economy,1989,Sedan,White,1676.4,50.79365079,Married,37500,9,NaN,NaN,NaN,6,5,34,489,239,206,498,781,575,292,309,134,833,729,561,800,808,176,706,115,243,176,182,151,552,188,335,892,898,523,400,371,814,1640,6.5,470,485,817,814,812,825,12.5,646,1401,638,312,1054,51.24716553,0.369351238,-0.671835601,-0.519398332,2
2095,Female,47,Minneapolis MN,Midwest,Service,16,0,8,Luxury,1992,Sedan,White,1574.8,55.32879819,Married,NaN,6.5,NaN,NaN,NaN,6,8,32,562,229,197,498,771,574,301,350,122,854,689,535,853,717,242,754,114,227,169,170,141,535,191,368,962,754,490,390,421,865,1603,11,559,571,709.6,706,710,713,16.5,668,1487,659,344,977,56.6893424,-1.088345885,-0.746389925,1.973788619,3
2096,Male,33,Minneapolis MN,Midwest,Service,14,0,10,Economy,1997,Non-sedan,White,1765.3,78.45804989,Single,37500,9.5,48,32,32,NaN,NaN,NaN,621,270,221,565,859,638,344,439,145,998,NaN,587,1038,757,258,831,134,252,197,192,157,591,207,361,1018,854,538,480,483,943,1744,15,591,593,805.6,810,808,799,12.5,674,1680,832,428,1014,80.49886621,-0.168200046,0.037737023,0,NaN
2097,Female,38,Minneapolis MN,Midwest,White Collar,18,0,5,Economy,1995,Sedan,White,1663.7,60.77097506,Married,150000,10,NaN,NaN,NaN,8,8,34,573,251,189,500,775,586,311,325,133,838,725,599,800,770,239,758,125,253,175,185,147,555,192,413,1032,817,504,383,388,870,1664,10,606,606,734.3,722,737,744,23,702,1548,664,332,1036,60.31746032,0.550355077,-0.543591619,0.505262554,1
2098,Female,54,Minneapolis MN,Midwest,White Collar,16,0,2.5,Economy,1989,Sedan,White,1771.65,81.63265306,Single,37500,9.5,NaN,NaN,NaN,14,16,36,599,250,185,523,804,619,338,397,133,985,815,625,946,809,259,795,106,240,175,180,147,549,186,476,1168,854,545,409,449,911,1752,18,692,701,751.3,755,744,755,28,837,1660,793,350,1116,82.99319728,1.951679111,-0.308042586,1.723711252,2
2099,Male,50,Minneapolis MN,Midwest,Management,18,3,8,Economy,1996,Sedan,White,1524,92.5170068,Married,150000,10.5,44,38,31,NaN,NaN,NaN,602,267,212,573,866,654,361,462,154,1058,NaN,626,1066,800,225,776,126,266,210,202,166,589,196,377,1097,891,554,461,485,903,1767,23,618,615,830,834,826,830,10,635,1714,964,435,1043,94.10430839,0.385646254,0.446797282,0,NaN
2100,Female,48,Minneapolis MN,Midwest,White Collar,16,2,5,Economy,1994,Sedan,White,1651,85.71428571,Married,52500,8,NaN,NaN,NaN,16,16,36,536,246,208,521,778,570,313,432,135,1102,885,622,1052,755,202,742,123,236,181,180,148,584,204,434,1237,884,503,417,481,850,1652,40,688,673,737.6,746,732,735,36,745,1636,1016,404,1013,87.98185941,-0.049029607,1.622175217,-0.057475649,3
2101,Female,36,Minneapolis MN,Foreign,Management,16,0,2.5,Economy,1998,Sedan,White,1778,90.70294785,Single,70000,9,NaN,NaN,NaN,14,16,38,651,250,208,559,835,627,351,447,128,1050,859,648,1012,826,293,838,112,249,185,188,143,561,195,431,1154,894,533,431,472,960,1800,25,703,711,801,803,804,796,40,778,1747,884,420,1103,88.20861678,1.872408986,-0.417183667,-2.27321887,3
2102,Female,26,Minneapolis MN,South,White Collar,16,0,0.5,Economy,1999,Sedan,Black,1651,58.9569161,Single,70000,8.5,NaN,NaN,NaN,6,6,34,570,239,192,532,820,628,340,369,136,903,752,597,851,802,219,738,119,242,177,185,151,533,177,356,970,844,527,395,423,861,1667,16,578,576,755,762,753,750,17,640,1518,692,351,1040,60.77097506,0.093906544,-1.241992116,0.003203952,2
2103,Female,28,Minneapolis MN,West,White Collar,16,0,8,Economy,1993,Sedan,White,1676.4,54.42176871,Married,70000,8.5,NaN,NaN,NaN,7,5,34,579,234,203,483,745,542,280,323,126,861,734,552,843,730,271,794,106,244,174,189,140,546,195,364,977,772,500,395,393,897,1648,17,542,543,724,722,726,724,20,667,1568,659,375,996,56.23582766,-0.13297163,-0.415243179,-1.694779277,1
2104,Female,45,Minneapolis MN,Midwest,Service,14,3,0.5,Economy,1998,Non-sedan,White,1727.2,75.73696145,Married,150000,9,NaN,NaN,NaN,12,14,36,580,254,196,534,807,611,338,388,127,948,812,628,891,804,225,760,121,245,180,186,140,552,193,448,1147,856,543,395,412,866,1710,19,663,671,778,778,781,775,23,733,1574,778,355,1082,77.55102041,1.211906075,0.006815637,-0.993618667,1
2105,Female,19,Minneapolis MN,Midwest,White Collar,12,0,0.5,Economy,1998,Sedan,White,1778,77.09750567,Single,150000,8.5,NaN,NaN,NaN,14,13,36,566,244,222,545,832,610,323,367,127,1047,869,627,982,816,220,759,111,239,179,184,144,565,194,427,1103,866,550,400,457,879,1729,35,686,687,751.6,757,750,748,34,573,1587,972,436,1013,82.76643991,0.781532168,-0.026567757,-0.202775925,3
2106,Female,42,Minneapolis MN,Midwest,White Collar,16,2,5,Economy,1994,Non-sedan,White,1651,61.67800454,Married,52500,8.5,NaN,NaN,NaN,8,10,36,546,238,188,498,766,578,310,362,127,899,789,592,898,752,215,735,114,239,190,180,146,549,186,387,1013,788,495,391,410,840,1641,15,613,595,726.6,719,728,733,14,719,1541,718,337,1013,62.13151927,0.058990385,-0.719404221,-0.558579981,1
2107,Female,52,Minneapolis MN,Midwest,White Collar,21,2,5,Economy,1994,Non-sedan,White,1651,54.42176871,Married,90000,8.5,NaN,NaN,NaN,10,10,34,547,236,181,488,763,582,307,368,136,895,722,557,840,756,212,752,113,243,167,185,149,553,188,383,969,787,511,369,382,859,1638,16.5,534,540,746,746,743,749,22.5,661,1467,728,340,1026,57.36961451,-0.240702897,-0.840318978,0.634931624,1
2108,Female,39,Minneapolis MN,Northeast,White Collar,21,3,0.5,Economy,1990,Sedan,White,1752.6,65.30612245,Married,90000,10,NaN,NaN,NaN,12,12,36,590,238,215,527,813,598,312,364,134,927,772,600,892,821,247,800,106,253,177,186,148,553,190,369,976,862,543,395,426,911,1763,17,542,548,746.6,740,755,745,23,723,1580,746,356,1102,65.07936508,1.294166446,-1.642691851,-0.116185643,3
2109,Female,25,Minneapolis MN,South,White Collar,14,0,0.5,Economy,1999,Sedan,White,1600.2,55.32879819,Single,70000,6.5,NaN,NaN,NaN,9,9,36,564,221,181,478,746,565,297,369,124,905,722,578,842,741,245,727,109,227,165,164,147,551,185,362,977,797,489,379,387,835,1599,17,565,563,702,702,702,702,18,537,1503,799,406,944,56.91609977,-0.165919244,-0.382451981,-0.707492173,2
2110,Female,40,Minneapolis MN,South,White Collar,18,2,2.5,Economy,1995,Non-sedan,White,1651,63.49206349,Divorced/Widowed,70000,8.5,NaN,NaN,NaN,8,10,36,597,234,196,513,772,576,317,371,124,948,774,557,904,751,268,787,115,235,184,182,145,554,196,398,1006,776,499,391,415,900,1662,11.5,579,594,716,716,714,718,23,722,1575,710,344,1035,63.26530612,0.176193118,-0.609636843,-0.599625349,2
2111,Male,21,Minneapolis MN,Midwest,,14,0,2.5,Economy,1993,Sedan,White,1778,68.93424036,Single,17500,10,NaN,30,32,NaN,NaN,NaN,606,259,227,573,850,623,346,405,135,920,NaN,595,951,796,250,842,114,255,197,194,148,562,197,328,940,840,531,427,477,950,1792,11,534,534,744.6,739,743,752,9,575,1667,814,483,1010,68.02721088,-0.1723288,-0.712086201,0,NaN
2112,Male,45,Minneapolis MN,Midwest,Service,16,3,2.5,Economy,1996,Sedan,White,1854.2,70.29478458,Married,70000,11,40,31,34,NaN,NaN,NaN,613,261,208,584,881,673,376,425,141,972,NaN,613,984,858,232,839,124,267,201,196,152,576,200,345,929,918,582,431,457,935,1832,10,523,534,828,832,829,823,7,584,1684,818,482,1090,70.97505669,0.018440448,-1.285552979,0,NaN
2113,Female,52,Minneapolis MN,Midwest,White Collar,16,2,2.5,Luxury,1987,Non-sedan,White,1676.4,70.29478458,Married,52500,8,NaN,NaN,NaN,14,14,36,592,241,208,533,809,601,325,390,142,1017,848,599,998,729,252,792,115,234,179,185,153,566,191,430,1127,805,504,409,457,898,1661,19,650,641,758.3,760,760,755,33.5,760,1649,838,367,1028,75.05668934,0.645075321,0.047916491,-0.523377001,3
2114,Female,51,Minneapolis MN,Midwest,Management,16,0,2.5,Economy,1992,Sedan,White,1676.4,66.21315193,Married,NaN,8,NaN,NaN,NaN,10,12,34,580,234,190,505,770,580,315,376,126,938,768,584,941,740,250,784,108,236,175,176,146,557,190,437,1095,818,494,383,431,899,1657,36,632,632,729.6,731,730,728,35.5,753,1594,764,366,1023,66.4399093,0.594118416,-0.138753042,-0.52696234,3
2115,Female,63,Minneapolis MN,Midwest,,16,3,2.5,Economy,1993,Sedan,White,1651,108.8435374,Divorced/Widowed,NaN,10.5,NaN,NaN,NaN,22,20,40,561,302,195,520,802,607,325,488,137,1122,955,606,1129,719,218,764,109,249,195,190,149,570,202,545,1467,868,510,445,484,884,1642,37,807,801,747.6,753,751,739,50,905,1747,1054,395,1026,114.2857143,-0.185137764,2.003399849,0.435208619,2
2116,Female,54,Minneapolis MN,Midwest,White Collar,14,0,2.5,Luxury,1985,Sedan,White,1600.2,72.56235828,Divorced/Widowed,70000,7.5,NaN,NaN,NaN,16,14,38,584,241,206,545,810,604,339,460,143,1184,926,579,1073,733,238,720,113,239,189,183,147,535,181,392,1135,915,500,431,485,823,1603,36,569,562,774,774,776,772,30,706,1645,945,419,1024,78.23129252,-0.23788321,0.584891438,1.115849495,5
2117,Female,43,Minneapolis MN,Midwest,Service,14,2,10,Economy,1998,Non-sedan,White,1619.25,62.58503401,Married,37500,6.5,NaN,NaN,NaN,10,10,34,551,227,199,495,750,551,296,364,131,994,742,556,937,723,230,757,115,230,177,179,147,550,191,374,993,780,488,397,426,871,1619,18,570,573,697.3,700,694,698,17,586,1529,862,428,947,63.71882086,-0.810754538,-0.211638644,0.491891772,5
2118,Female,45,Minneapolis MN,Midwest,White Collar,16,0,8,Economy,1995,Sedan,White,1803.4,99.77324263,Single,52500,11,NaN,NaN,NaN,20,NaN,44,586,254,220,584,872,652,364,440,140,1204,968,649,1070,833,212,803,107,257,190,197,152,581,197,464,1204,1000,556,431,488,924,1797,38.5,724,740,812.6,812,815,811,41.5,816,1705,1014,425,1170,103.1746032,1.73105526,-0.33812058,1.385603547,3
2119,Female,35,Minneapolis MN,Midwest,Blue Collar,14,0,5,Economy,1995,Sedan,White,1651,57.59637188,Single,37500,8,NaN,NaN,NaN,8,5,34,587,240,198,527,794,596,329,369,131,887,769,571,892,768,239,760,117,238,180,176,146,552,191,349,968,796,485,409,425,874,1651,11.2,538,538,741,733,747,743,14,667,1530,668,364,1019,58.04988662,0.113906845,-0.538838923,-0.696587205,1
2131,Male,30,Houston TX,Northeast,White Collar,18,0,2.5,Luxury,1996,Sedan,White,1828.8,77.09750567,Single,37500,11.5,42,32,NaN,NaN,NaN,NaN,600,272,212,547,864,652,335,442,126,975,NaN,599,1026,818,237,824,138,279,209,208,141,572,208,364,975,855,554,429,470,941,1784,9.5,587,586,803.6,799,808,804,6,651,1673,801,440,1039,74.82993197,-0.456316143,-1.073558688,0,NaN
2132,Female,44,Houston TX,South,,14,3,0.5,Economy,1991,Sedan,Hispanic,1600.2,77.09750567,Married,70000,8.5,NaN,NaN,NaN,14,16,38,557,251,221,523,797,576,302,406,145,1048,896,586,1028,722,232,763,103,242,193,170,152,578,186,428,1085,782,506,425,454,874,1637,27,644,623,752.6,748,756,754,26,798,1625,878,404,1001,77.77777778,0.357273817,0.480874002,1.136755228,1
2136,Female,56,Houston TX,South,,18,2,2.5,Luxury,1998,Sedan,White,1651,53.51473923,Divorced/Widowed,150000,8.5,NaN,NaN,NaN,4,4,34,530,237,213,521,810,597,308,365,132,895,730,568,889,769,201,733,110,244,176,173,143,563,199,384,944,860,512,390,391,862,1646,14,499,525,713.3,677,733,730,23,697,1505,657,340,1054,53.96825397,-0.225935146,-0.6815418,0.788242877,3
2137,Male,57,Houston TX,South,White Collar,18,3,5,Economy,1992,Non-sedan,White,1955.8,102.0408163,Married,NaN,12,44,40,36,NaN,NaN,NaN,638,271,227,593,938,711,366,466,142,1144,NaN,663,1127,878,239,887,126,289,221,214,156,613,212,414,1104,989,617,499,516,1013,1948,31,583,606,906.6,907,903,910,14,701,1896,1026,531,1130,100,1.896436572,-0.745634019,0,NaN
2138,Female,44,Houston TX,South,,14,1,5,Economy,1995,Sedan,White,1752.6,61.2244898,Married,NaN,9,NaN,NaN,NaN,8,8,NaN,597,229,207,523,820,613,316,371,132,916,775,589,893,772,257,764,113,253,197,186,148,583,203,407,970,829,530,405,406,899,1704,10,537,551,780.6,777,779,786,10.5,787,1615,684,368,1081,61.67800454,0.623134553,-0.708911598,1.438880324,NaN
2140,Female,51,Houston TX,South,,14,2,5,Economy,1996,Sedan,White,1638.3,66.84807256,Single,37500,8,NaN,NaN,NaN,12,12,36,567,235,220,532,811,591,312,388,132,933,779,575,912,722,231,772,110,233,183,178,146,557,189,396,1031,795,497,418,401,879,1630,25,585,580,777.3,779,776,777,27,690,1605,903,402,966,66.4399093,0.05140122,0.015878044,0.285483122,3
2143,Male,58,Houston TX,West,White Collar,21,4,5,Economy,1996,Non-sedan,White,1822.45,74.82993197,Married,90000,9.5,40,33,33,NaN,NaN,NaN,629,259,210,565,878,668,355,466,139,982,NaN,637,994,843,235,853,124,273,211,205,157,588,203,381,998,949,569,443,478,959,1853,12,564,584,896,894,890,904,12,675,1694,884,463,1105,77.55102041,0.621723235,-0.981473267,0,NaN
2147,Male,47,Houston TX,South,White Collar,18,0,2.5,Economy,1993,Non-sedan,White,1562.1,89.79591837,Single,52500,9.5,48,34,32,NaN,NaN,NaN,634,278,216,559,880,664,343,463,146,1032,NaN,634,1057,822,258,848,122,267,222,199,156,572,193,384,1042,932,571,497,492,965,1845,15.5,612,603,844,835,859,838,12,716,1764,907,482,1091,88.43537415,0.813363492,-0.119092613,0,NaN
2148,Male,47,Houston TX,South,White Collar,14,2,2.5,Luxury,1989,Non-sedan,White,1854.2,163.2653061,Divorced/Widowed,25000,13,48,46,32,NaN,NaN,NaN,651,321,229,583,915,686,354,554,158,1341,NaN,694,1294,781,257,823,126,291,251,215,162,586,203,474,1386,987,578,574,551,934,1815,45,769,768,907.3,917,916,889,29,890,2090,1388,583,1079,181.4058957,-0.704745531,3.773707628,0,NaN
